work_year,experience_level,salary_in_usd,job_category
2024,MI,295000,AI Research
2024,SE,295000,Research & Science
2024,SE,295000,AI Research
2023,SE,295000,Data Scientist
2024,SE,294000,Data Scientist
2023,SE,294000,Machine Learning
2023,SE,293000,Research & Science
2023,SE,293000,Data Engineer
2023,SE,293000,AI Research
2024,EN,291900,Data Analyst
2023,SE,291500,Machine Learning
2023,SE,291500,Data Engineer
2023,SE,291500,Data Engineer
2023,SE,290300,Data Engineer
2024,SE,290000,Research & Science
2024,EX,290000,Machine Learning
2024,SE,290000,Machine Learning
2024,SE,290000,AI Research
2024,SE,290000,Research & Science
2024,EX,290000,Leadership & Management
2023,SE,290000,Data Scientist
2023,SE,290000,Machine Learning
2023,EX,290000,Leadership & Management
2023,SE,290000,Data Engineer
2023,SE,289800,BI & Analytics
2023,SE,289800,BI & Analytics
2023,SE,289800,BI & Analytics
2023,SE,289120,Data Operations
2023,SE,289076,Machine Learning
2023,SE,289076,Machine Learning
2024,SE,289000,AI Specialist
2023,SE,288000,Data Engineer
2023,SE,288000,Machine Learning
2023,SE,288000,Machine Learning
2023,SE,287700,Machine Learning
2024,SE,287500,BI & Analytics
2024,SE,287500,Machine Learning
2023,SE,287500,Research & Science
2023,SE,287500,Data Scientist
2023,SE,287500,Machine Learning
2024,SE,286000,Data Scientist
2023,SE,286000,Data Engineer
2023,EX,286000,Data Engineer
2023,SE,285800,Data Scientist
2023,SE,285800,Data Scientist
2024,SE,285670,Data Scientist
2024,SE,285200,Research & Science
2024,SE,285000,AI Specialist
2023,MI,285000,Machine Learning
2023,SE,285000,Data Scientist
2023,SE,285000,Machine Learning
2023,SE,285000,Data Engineer
2023,SE,285000,Software & Data Architecture
2023,SE,285000,Research & Science
2024,SE,284400,Machine Learning
2024,SE,284400,Machine Learning
2023,SE,284310,Data Engineer
2023,SE,284310,Data Engineer
2023,SE,284310,Machine Learning
2023,SE,284050,Machine Learning
2023,SE,284000,Machine Learning
2023,EX,284000,Data Engineer
2024,SE,283800,Data Engineer
2024,SE,283800,Data Scientist
2024,SE,283800,Data Scientist
2024,SE,283780,Machine Learning
2024,SE,283780,Machine Learning
2024,SE,283780,Data Engineer
2024,SE,283780,Machine Learning
2024,SE,283780,Machine Learning
2023,SE,283780,Machine Learning
2023,SE,283780,Computer Vision & Deep Learning
2023,SE,283780,Data Engineer
2023,SE,283780,Machine Learning
2023,SE,283780,Data Engineer
2023,SE,283780,Computer Vision & Deep Learning
2023,SE,283780,Machine Learning
2023,SE,283780,Machine Learning
2024,SE,283500,Software & Data Architecture
2023,SE,283200,Machine Learning
2023,SE,283200,Machine Learning
2023,SE,283200,Machine Learning
2023,SE,283050,Research & Science
2023,SE,283000,Data Scientist
2024,SE,282000,Software & Data Architecture
2024,SE,282000,Data Engineer
2023,SE,282000,Data Engineer
2023,SE,282000,Data Engineer
2023,EN,281700,Research & Science
2023,SE,281000,AI Research
2023,SE,280889,Data Scientist
2023,SE,280889,Data Scientist
2023,MI,280700,Machine Learning
2023,SE,280600,Data Engineer
2023,SE,280600,Data Engineer
2023,SE,280100,Software & Data Architecture
2023,SE,280100,Software & Data Architecture
2024,SE,280000,Research & Science
2024,SE,280000,Data Operations
2024,SE,280000,AI Research
2024,MI,280000,MLOps & Infrastructure
2024,MI,280000,Machine Learning
2024,MI,280000,AI Research
2023,SE,280000,Machine Learning
2023,SE,280000,Data Scientist
2023,SE,280000,Data Engineer
2023,SE,280000,Machine Learning
2023,SE,280000,Data Engineer
2023,SE,280000,Data Analyst
2023,SE,280000,Machine Learning
2023,SE,280000,Machine Learning
2023,SE,280000,Machine Learning
2023,SE,280000,Data Analyst
2023,SE,280000,Computer Vision & Deep Learning
2023,SE,280000,Computer Vision & Deep Learning
2024,SE,279000,Data Scientist
2024,SE,278800,Software & Data Architecture
2024,SE,278700,Machine Learning
2024,SE,278700,Research & Science
2024,SE,278700,Research & Science
2024,SE,278700,Research & Science
2024,SE,278700,Research & Science
2024,SE,278700,Research & Science
2024,SE,278700,Data Scientist
2024,SE,278700,Research & Science
2024,SE,278700,Research & Science
2024,SE,278700,Research & Science
2023,SE,278700,Research & Science
2023,SE,278700,Research & Science
2023,SE,278700,Research & Science
2023,SE,278700,Research & Science
2023,SE,278700,Research & Science
2023,SE,278700,Data Scientist
2023,SE,278700,Data Scientist
2023,SE,278700,Data Scientist
2023,SE,278700,Research & Science
2023,SE,278300,Data Engineer
2023,SE,278000,Machine Learning
2023,SE,277500,Data Scientist
2024,SE,277000,Data Engineer
2024,SE,277000,Data Engineer
2024,SE,277000,Data Engineer
2023,SE,277000,Data Scientist
2024,SE,276000,Machine Learning
2024,SE,276000,Data Engineer
2024,SE,276000,Software & Data Architecture
2024,SE,276000,Software & Data Architecture
2023,SE,276000,Machine Learning
2023,SE,276000,Machine Learning
2023,SE,276000,Machine Learning
2023,SE,276000,Machine Learning
2023,SE,276000,Data Engineer
2023,SE,276000,Machine Learning
2021,SE,276000,Data Engineer
2023,SE,275500,Data Scientist
2023,SE,275300,Data Scientist
2023,SE,275300,Machine Learning
2023,SE,275300,Data Engineer
2023,SE,275300,BI & Analytics
2023,SE,275300,Data Scientist
2023,SE,275300,Data Scientist
2023,SE,275300,Data Scientist
2023,SE,275300,Data Scientist
2023,SE,275300,Data Scientist
2023,SE,275300,BI & Analytics
2023,SE,275300,Data Scientist
2023,SE,275300,Data Scientist
2023,SE,275300,Data Scientist
2024,SE,275000,Data Engineer
2023,SE,275000,Machine Learning
2023,SE,275000,Machine Learning
2023,SE,275000,Data Engineer
2023,SE,275000,Machine Learning
2023,SE,275000,Machine Learning
2023,SE,275000,Machine Learning
2023,SE,275000,Research & Science
2023,SE,275000,Machine Learning
2023,MI,275000,Research & Science
2023,MI,275000,Research & Science
2023,SE,275000,Data Engineer
2023,SE,275000,Machine Learning
2022,SE,275000,Data Engineer
2023,SE,274450,Software & Data Architecture
2024,SE,274000,Machine Learning
2024,SE,273500,Data Scientist
2023,SE,273500,Data Scientist
2023,SE,273400,Machine Learning
2023,SE,273400,Research & Science
2023,SE,273400,Machine Learning
2023,SE,273400,Machine Learning
2023,SE,273000,AI Research
2024,SE,272700,BI & Analytics
2023,SE,272550,Data Scientist
2022,SE,272550,Data Scientist
2024,SE,272400,Data Scientist
2023,SE,272400,Data Scientist
2023,EX,272400,Data Management
2023,SE,272400,Data Management
2023,SE,272300,Data Scientist
2023,SE,272290,Data Scientist
2023,SE,272000,Leadership & Management
2023,SE,272000,Software & Data Architecture
2023,SE,270703,Data Engineer
2024,SE,270400,Machine Learning
2024,MI,270250,Data Engineer
2024,SE,270250,Data Engineer
2024,SE,270000,Machine Learning
2024,SE,270000,Machine Learning
2024,SE,270000,AI Research
2023,SE,270000,Machine Learning
2023,MI,270000,Research & Science
2023,EX,270000,Leadership & Management
2023,SE,270000,Machine Learning
2023,SE,270000,Data Scientist
2023,MI,270000,Data Management
2023,EX,269600,Leadership & Management
2023,EX,269600,Leadership & Management
2023,EX,269600,Leadership & Management
2023,EX,269600,Leadership & Management
2023,SE,269500,Machine Learning
2023,SE,269500,Machine Learning
2023,SE,269500,Machine Learning
2024,SE,269100,Data Engineer
2023,SE,269100,Data Engineer
2023,SE,268000,Data Scientist
2023,EX,268000,Data Engineer
2023,SE,268000,Data Scientist
2023,SE,268000,Machine Learning
2024,SE,267900,Machine Learning
2023,SE,267720,Machine Learning
2023,SE,267720,Machine Learning
2023,SE,267720,Machine Learning
2023,SE,267720,Machine Learning
2023,SE,267720,Machine Learning
2023,SE,267720,Machine Learning
2023,SE,267720,Machine Learning
2023,SE,267720,Machine Learning
2024,EX,267500,Leadership & Management
2024,MI,267100,Data Management
2023,SE,267100,Data Scientist
2023,SE,267100,Data Scientist
2023,SE,267000,BI & Analytics
2024,SE,266875,Data Engineer
2024,SE,266875,Data Scientist
2023,SE,266875,Machine Learning
2023,SE,266875,Data Engineer
2023,SE,266500,Machine Learning
2023,SE,266500,Machine Learning
2024,SE,266482,Research & Science
2023,SE,266450,AI Research
2023,SE,266450,AI Research
2023,SE,266400,Machine Learning
2022,SE,266400,Software & Data Architecture
2024,SE,266000,AI Specialist
2023,SE,266000,Data Engineer
2023,SE,266000,Machine Learning
2023,SE,266000,Data Scientist
2023,SE,265800,Machine Learning
2023,EX,265800,Data Engineer
2024,SE,265200,Data Engineer
2024,EX,265000,Machine Learning
2023,SE,265000,Data Scientist
2023,SE,265000,Data Scientist
2023,SE,265000,Data Scientist
2023,SE,265000,Data Engineer
2023,EX,265000,Data Engineer
2023,SE,265000,Data Engineer
2023,SE,265000,Data Engineer
2023,SE,264846,Data Scientist
2023,SE,264400,Machine Learning
2024,SE,263500,Machine Learning
2023,SE,263500,Machine Learning
2023,SE,263100,Software & Data Architecture
2024,MI,263000,BI & Analytics
2024,EX,263000,Leadership & Management
2023,SE,262500,Research & Science
2024,SE,262269,Machine Learning
2023,SE,262269,Machine Learning
2023,SE,262000,Machine Learning
2023,SE,262000,Data Scientist
2023,SE,262000,Machine Learning
2023,SE,262000,Data Scientist
2023,SE,261500,AI Research
2023,SE,261500,Machine Learning
2023,SE,261500,Machine Learning
2024,SE,260800,Machine Learning
2023,MI,260600,Data Scientist
2022,EX,260500,Data Management
2024,EN,260100,Machine Learning
2024,MI,260100,Machine Learning
2024,SE,260000,Research & Science
2024,SE,260000,Research & Science
2024,SE,260000,Machine Learning
2024,MI,260000,Data Scientist
2024,SE,260000,Research & Science
2024,SE,260000,Research & Science
2024,SE,260000,Research & Science
2024,SE,260000,Research & Science
2024,SE,260000,Research & Science
2024,SE,260000,Research & Science
2024,SE,260000,Research & Science
2024,EX,260000,Leadership & Management
2024,SE,260000,Data Engineer
2024,SE,260000,Research & Science
2023,SE,260000,Research & Science
2023,SE,260000,Data Scientist
2023,SE,260000,Research & Science
2023,SE,260000,Research & Science
2023,MI,260000,Research & Science
2023,SE,260000,Research & Science
2023,SE,260000,Research & Science
2023,SE,260000,Machine Learning
2023,MI,260000,Machine Learning
2023,SE,260000,Research & Science
2023,SE,260000,Research & Science
2023,SE,260000,Research & Science
2023,SE,260000,Machine Learning
2023,SE,260000,Machine Learning
2023,SE,260000,MLOps & Infrastructure
2023,SE,260000,AI Specialist
2023,SE,260000,Data Scientist
2023,SE,260000,Data Engineer
2023,SE,260000,BI & Analytics
2023,SE,260000,Machine Learning
2023,SE,260000,BI & Analytics
2023,SE,260000,Research & Science
2023,SE,260000,Machine Learning
2023,SE,260000,Research & Science
2023,SE,260000,Research & Science
2023,SE,260000,Research & Science
2023,SE,260000,Research & Science
2023,SE,260000,Data Engineer
2023,SE,260000,Research & Science
2023,SE,260000,Research & Science
2023,SE,260000,Research & Science
2023,SE,260000,Research & Science
2023,SE,260000,Research & Science
2023,EX,260000,Leadership & Management
2023,SE,260000,Research & Science
2023,SE,260000,Research & Science
2023,SE,260000,Research & Science
2023,SE,260000,Research & Science
2023,SE,260000,Research & Science
2023,MI,260000,Data Engineer
2023,SE,260000,Data Engineer
2023,SE,260000,Machine Learning
2023,SE,260000,Research & Science
2023,SE,260000,Research & Science
2023,SE,260000,Research & Science
2023,SE,260000,Data Engineer
2023,MI,260000,Data Engineer
2023,SE,260000,Data Scientist
2022,MI,260000,Data Engineer
2022,SE,260000,Data Engineer
2022,EX,260000,Data Engineer
2022,SE,260000,Data Scientist
2024,EX,259850,Machine Learning
2024,SE,259700,Data Engineer
2023,SE,259000,Data Engineer
2023,SE,259000,Business Intelligence
2023,SE,259000,Data Engineer
2023,SE,259000,Data Engineer
2023,SE,258900,Data Engineer
2024,SE,258800,Machine Learning
2024,SE,258800,Machine Learning
2023,SE,258800,Machine Learning
2023,SE,258800,Research & Science
2023,SE,258750,Data Engineer
2023,EX,258750,Data Scientist
2023,EX,258750,Data Scientist
2023,SE,258700,Machine Learning
2023,SE,258700,Data Scientist
2023,SE,258700,Data Scientist
2023,MI,258700,Machine Learning
2023,SE,258700,Data Scientist
2023,SE,258700,Data Scientist
2024,SE,258600,Machine Learning
2024,EX,258500,Data Engineer
2024,SE,258500,Data Engineer
2023,SE,258500,Leadership & Management
2024,SE,258450,Machine Learning
2023,SE,258384,Machine Learning
2024,SE,258100,Research & Science
2024,SE,258100,Research & Science
2024,SE,258100,Machine Learning
2024,MI,258000,Data Management
2023,SE,258000,Data Scientist
2023,SE,258000,Data Scientist
2023,SE,258000,Data Scientist
2023,SE,258000,Data Scientist
2023,MI,258000,Data Engineer
2023,MI,258000,Software & Data Architecture
2024,SE,257600,Software & Data Architecture
2024,EN,257400,AI Research
2023,SE,257400,Research & Science
2023,MI,257400,AI Research
2023,MI,257400,AI Research
2023,EX,257400,Data Engineer
2024,SE,257250,AI Specialist
2024,SE,257000,Machine Learning
2023,SE,257000,Data Scientist
2023,SE,257000,Machine Learning
2023,SE,257000,Data Scientist
2024,SE,256100,Research & Science
2023,SE,256000,Data Scientist
2021,SE,256000,Machine Learning
2024,SE,255800,Machine Learning
2024,SE,255800,Machine Learning
2024,SE,255800,Machine Learning
2024,SE,255800,Machine Learning
2024,SE,255800,Machine Learning
2024,SE,255800,Machine Learning
2024,SE,255800,Machine Learning
2024,SE,255800,Machine Learning
2024,SE,255800,Data Engineer
2023,SE,255800,Machine Learning
2024,SE,255475,Data Engineer
2024,SE,255475,Data Scientist
2023,SE,255360,Machine Learning
2024,SE,255000,Machine Learning
2024,SE,255000,Machine Learning
2024,SE,255000,Data Scientist
2023,SE,255000,Machine Learning
2023,SE,255000,Data Engineer
2023,SE,255000,Data Engineer
2023,SE,255000,Data Engineer
2023,SE,255000,Data Scientist
2023,SE,255000,Data Management
2023,SE,254900,Data Scientist
2023,SE,254500,Data Management
2024,SE,254400,Machine Learning
2024,EN,254270,Research & Science
2024,EN,254270,Research & Science
2024,SE,254000,Machine Learning
2023,SE,254000,Data Engineer
2023,SE,254000,Machine Learning
2023,SE,254000,Machine Learning
2023,SE,254000,Data Engineer
2023,SE,254000,Data Scientist
2023,SE,254000,Data Engineer
2023,SE,254000,Machine Learning
2023,SE,254000,Machine Learning
2023,SE,254000,Data Engineer
2023,SE,254000,Data Engineer
2023,SE,253792,Data Engineer
2024,SE,253430,Data Scientist
2024,SE,253430,Data Scientist
2024,SE,253430,Data Scientist
2023,SE,253430,Data Scientist
2023,SE,253430,Data Scientist
2023,SE,253200,Data Engineer
2024,EN,253000,Research & Science
2024,SE,253000,Machine Learning
2023,MI,253000,Data Scientist
2023,SE,253000,Machine Learning
2023,SE,253000,Machine Learning
2023,SE,253000,Data Scientist
2023,SE,253000,Machine Learning
2023,SE,253000,Research & Science
2023,SE,253000,AI Research
