work_year,experience_level,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2024,SE,Engineer,136000,US,0,US,M
2024,SE,Engineer,201000,US,0,US,M
2024,SE,Engineer,135100,US,0,US,M
2024,MI,Engineer,184600,US,0,US,M
2024,MI,Engineer,122300,US,0,US,M
2024,SE,Engineer,180000,US,100,US,M
2024,SE,Engineer,115000,US,100,US,M
2024,SE,Engineer,132475,AU,0,AU,M
2024,SE,Engineer,119056,AU,0,AU,M
2024,SE,Engineer,258750,US,0,US,M
2024,SE,Engineer,128000,US,0,US,M
2024,EN,Engineer,192300,US,0,US,L
2024,EN,Engineer,95680,US,0,US,L
2024,SE,Engineer,236925,US,0,US,M
2024,SE,Engineer,153075,US,0,US,M
2024,MI,Engineer,230000,US,0,US,M
2024,MI,Engineer,125000,US,0,US,M
2024,SE,Engineer,201250,US,0,US,M
2024,SE,Engineer,128000,US,0,US,M
2024,SE,Engineer,166625,GB,0,GB,M
2024,SE,Engineer,131750,GB,0,GB,M
2024,SE,Engineer,290950,US,0,US,M
2024,SE,Engineer,202300,US,0,US,M
2024,SE,Engineer,199700,US,100,US,M
2024,SE,Engineer,140000,US,100,US,M
2024,SE,Engineer,182500,US,0,US,M
2024,SE,Engineer,136000,US,0,US,M
2024,EN,Engineer,200000,US,0,US,L
2024,EN,Engineer,99500,US,0,US,L
2024,SE,Engineer,239000,CA,100,CA,M
2024,SE,Engineer,149000,CA,100,CA,M
2024,SE,Engineer,283000,US,100,US,M
2024,SE,Engineer,165000,US,100,US,M
2024,SE,Engineer,158000,US,0,US,M
2024,SE,Engineer,140000,US,0,US,M
2024,EX,Engineer,360000,US,0,US,M
2024,EX,Engineer,240000,US,0,US,M
2024,EN,Engineer,126880,US,0,US,M
2024,EN,Engineer,76960,US,0,US,M
2024,SE,Engineer,185000,US,0,US,M
2024,SE,Engineer,125000,US,0,US,M
2024,SE,Engineer,214000,US,0,US,M
2024,SE,Engineer,142000,US,0,US,M
2024,MI,Engineer,130900,US,0,US,M
2024,MI,Engineer,83100,US,0,US,M
2024,EN,Engineer,220000,US,0,US,M
2024,EN,Engineer,126000,US,0,US,M
2024,SE,Engineer,276000,US,0,US,M
2024,SE,Engineer,148000,US,0,US,M
2024,SE,Engineer,304750,US,0,US,M
2024,SE,Engineer,128000,US,0,US,M
2024,MI,Engineer,172000,US,0,US,M
2024,MI,Engineer,75600,US,0,US,M
2024,MI,Engineer,128800,US,0,US,M
2024,MI,Engineer,95200,US,0,US,M
2024,MI,Engineer,185000,US,100,US,L
2024,MI,Engineer,89600,US,100,US,L
2024,SE,Engineer,166000,US,0,US,M
2024,SE,Engineer,130000,US,0,US,M
2024,EN,Engineer,88000,US,100,US,M
2024,EN,Engineer,70000,US,100,US,M
2024,MI,Engineer,224500,US,100,US,M
2024,MI,Engineer,109350,US,100,US,M
2024,MI,Engineer,90000,US,0,US,M
2024,MI,Engineer,65593,US,0,US,M
2024,MI,Engineer,90000,US,0,US,M
2024,MI,Engineer,65811,US,0,US,M
2024,MI,Data Engineer,125000,US,0,US,M
2024,MI,Data Engineer,100000,US,0,US,M
2024,MI,Manager,251600,US,0,US,M
2024,MI,Manager,114500,US,0,US,M
2024,SE,Software Engineer,282000,US,0,US,M
2024,SE,Software Engineer,176000,US,0,US,M
2024,SE,Engineer,251600,US,0,US,M
2024,SE,Engineer,96800,US,0,US,M
2024,SE,Manager,177000,US,0,US,M
2024,SE,Manager,126000,US,0,US,M
2024,SE,Software Engineer,58717,GB,0,GB,M
2024,SE,Software Engineer,49183,GB,0,GB,M
2024,SE,Data Scientist,172000,US,0,US,M
2024,SE,Data Scientist,101000,US,0,US,M
2024,EN,Data Analyst,95000,US,0,US,M
2024,EN,Data Analyst,69600,US,0,US,M
2024,EN,Data Analyst,69500,US,0,US,M
2024,EN,Data Analyst,52500,US,0,US,M
2024,EX,Engineer,250000,US,0,US,M
2024,EX,Engineer,150000,US,0,US,M
2024,EX,Data Scientist,160000,US,0,US,M
2024,EX,Data Scientist,100000,US,0,US,M
2024,EN,Research Scientist,250000,US,0,US,M
2024,EN,Research Scientist,145000,US,0,US,M
2024,EN,Research Scientist,139650,US,0,US,M
2024,EN,Research Scientist,106590,US,0,US,M
2024,EN,Machine Learning Engineer,129600,US,0,US,M
2024,EN,Machine Learning Engineer,112200,US,0,US,M
2024,SE,Software Engineer,410000,US,0,US,M
2024,SE,Software Engineer,194000,US,0,US,M
2024,EN,Software Engineer,153600,US,0,US,M
2024,EN,Software Engineer,115200,US,0,US,M
2024,EN,Machine Learning Engineer,355000,US,0,US,M
2024,EN,Machine Learning Engineer,113500,US,0,US,M
2024,EN,Machine Learning Engineer,250000,US,0,US,M
2024,EN,Machine Learning Engineer,113500,US,0,US,M
2024,EN,Machine Learning Engineer,177000,US,0,US,M
2024,EN,Machine Learning Engineer,112000,US,0,US,M
2024,EN,Machine Learning Engineer,168150,US,0,US,M
2024,EN,Machine Learning Engineer,106400,US,0,US,M
2024,EN,Machine Learning Engineer,250000,US,0,US,M
2024,EN,Machine Learning Engineer,145000,US,0,US,M
2024,EN,Machine Learning Engineer,237500,US,0,US,M
2024,EN,Machine Learning Engineer,137750,US,0,US,M
2024,EN,Machine Learning Engineer,250000,US,0,US,M
2024,EN,Machine Learning Engineer,145000,US,0,US,M
2024,EN,Machine Learning Engineer,177000,US,0,US,M
2024,EN,Machine Learning Engineer,112000,US,0,US,M
2024,EN,Machine Learning Engineer,168150,US,0,US,M
2024,EN,Machine Learning Engineer,106400,US,0,US,M
2024,EN,Machine Learning Engineer,237500,US,0,US,M
2024,EN,Machine Learning Engineer,137750,US,0,US,M
2024,MI,Machine Learning Engineer,355000,US,0,US,M
2024,MI,Machine Learning Engineer,194000,US,0,US,M
2024,EN,Research Scientist,139650,US,0,US,M
2024,EN,Research Scientist,106590,US,0,US,M
2024,MI,Research Scientist,173000,US,0,US,M
2024,MI,Research Scientist,112500,US,0,US,M
2024,MI,Machine Learning Engineer,131584,US,0,US,M
2024,MI,Machine Learning Engineer,101566,US,0,US,M
2024,MI,Data Engineer,236300,US,0,US,M
2024,MI,Data Engineer,144200,US,0,US,M
2024,SE,Data Engineer,221900,US,0,US,M
2024,SE,Data Engineer,138900,US,0,US,M
2024,MI,Data Analyst,260000,US,0,US,M
2024,MI,Data Analyst,130000,US,0,US,M
2024,EN,Data Analyst,162000,US,0,US,M
2024,EN,Data Analyst,113000,US,0,US,M
2024,EN,Applied Scientist,156750,US,0,US,M
2024,EN,Applied Scientist,118750,US,0,US,M
2024,EN,Applied Scientist,147000,US,0,US,M
2024,EN,Applied Scientist,112200,US,0,US,M
2024,EN,Applied Scientist,139650,US,0,US,M
2024,EN,Applied Scientist,104500,US,0,US,M
2024,EN,Data Scientist,190000,US,0,US,M
2024,EN,Data Scientist,128250,US,0,US,M
2024,SE,Data Scientist,252000,US,0,US,M
2024,SE,Data Scientist,168000,US,0,US,M
2024,EN,Research Scientist,250000,US,0,US,M
2024,EN,Research Scientist,145000,US,0,US,M
2024,EN,Research Scientist,250000,US,0,US,M
2024,EN,Research Scientist,145000,US,0,US,M
2024,EN,Research Scientist,250000,US,0,US,M
2024,EN,Research Scientist,112000,US,0,US,M
2024,EN,Research Scientist,139650,US,0,US,M
2024,EN,Research Scientist,106590,US,0,US,M
2024,SE,Research Scientist,200200,US,0,US,M
2024,SE,Research Scientist,192986,US,0,US,M
2024,MI,Research Scientist,200200,US,0,US,M
2024,MI,Research Scientist,123000,US,0,US,M
2024,SE,Research Engineer,416100,US,0,US,M
2024,SE,Research Engineer,164160,US,0,US,M
2024,EN,Software Engineer,153600,US,0,US,M
2024,EN,Software Engineer,115200,US,0,US,M
2024,EN,Software Engineer,147000,US,0,US,M
2024,EN,Software Engineer,112200,US,0,US,M
2024,EN,Software Engineer,139650,US,0,US,M
2024,EN,Software Engineer,106590,US,0,US,M
2024,EN,Software Engineer,250000,US,0,US,M
2024,EN,Software Engineer,145000,US,0,US,M
2024,EN,Software Engineer,144000,US,0,US,M
2024,EN,Software Engineer,115200,US,0,US,M
2024,EN,Research Scientist,139650,US,0,US,M
2024,EN,Research Scientist,106590,US,0,US,M
2024,SE,Software Engineer,312200,US,0,US,M
2024,SE,Software Engineer,175800,US,0,US,M
2024,MI,Software Engineer,159600,CA,0,CA,M
2024,MI,Software Engineer,83600,CA,0,CA,M
2024,SE,Engineer,209000,US,0,US,M
2024,SE,Engineer,152000,US,0,US,M
2024,SE,Software Engineer,337250,US,0,US,M
2024,SE,Software Engineer,184300,US,0,US,M
2024,MI,Software Engineer,250000,US,0,US,M
2024,MI,Software Engineer,116000,US,0,US,M
2024,SE,Software Engineer,294000,US,0,US,M
2024,SE,Software Engineer,137600,US,0,US,M
2024,MI,Research Scientist,200000,US,0,US,M
2024,MI,Research Scientist,136000,US,0,US,M
2024,SE,Machine Learning Engineer,419750,US,0,US,M
2024,SE,Machine Learning Engineer,220000,US,0,US,M
2024,MI,Data Engineer,163000,US,100,US,M
2024,MI,Data Engineer,77000,US,100,US,M
2024,EN,Data Analyst,128000,US,0,US,M
2024,EN,Data Analyst,64000,US,0,US,M
2024,MI,Data Analyst,126500,US,0,US,M
2024,MI,Data Analyst,93500,US,0,US,M
2024,SE,Engineer,339250,US,0,US,M
2024,SE,Engineer,220000,US,0,US,M
2024,SE,Data Architect,265200,US,0,US,M
2024,SE,Data Architect,142800,US,0,US,M
2024,SE,Data Scientist,167500,US,0,US,M
2024,SE,Data Scientist,138500,US,0,US,M
2024,EN,Machine Learning Engineer,139650,US,0,US,M
2024,EN,Machine Learning Engineer,106590,US,0,US,M
2024,MI,Machine Learning Engineer,179000,US,0,US,M
2024,MI,Machine Learning Engineer,112000,US,0,US,M
2024,SE,Data Scientist,163700,US,0,US,M
2024,SE,Data Scientist,109100,US,0,US,M
2024,SE,Engineer,339250,US,0,US,M
2024,SE,Engineer,180000,US,0,US,M
2024,SE,Manager,299000,US,0,US,M
2024,SE,Manager,156000,US,0,US,M
2024,MI,Manager,281700,US,0,US,M
2024,MI,Manager,151700,US,0,US,M
2024,SE,Engineer,419750,US,0,US,M
2024,SE,Engineer,272000,US,0,US,M
2024,MI,Associate,107600,US,0,US,M
2024,MI,Associate,64600,US,0,US,M
2024,MI,Manager,220000,US,0,US,M
2024,MI,Manager,137500,US,0,US,M
2024,MI,Engineer,129950,US,0,US,M
2024,MI,Engineer,96050,US,0,US,M
2024,MI,Engineer,117300,US,0,US,M
2024,MI,Engineer,86700,US,0,US,M
2024,SE,Engineer,131000,US,100,US,M
2024,SE,Engineer,120000,US,100,US,M
2024,EX,Engineer,450000,US,0,US,M
2024,EX,Engineer,140000,US,0,US,M
2024,EX,Engineer,313600,US,0,US,M
2024,EX,Engineer,274800,US,0,US,M
2024,SE,Machine Learning Engineer,273500,US,0,US,M
2024,SE,Machine Learning Engineer,126600,US,0,US,M
2024,SE,Data Scientist,267800,US,0,US,M
2024,SE,Data Scientist,136218,US,0,US,M
2024,SE,Data Scientist,172000,US,0,US,M
2024,SE,Data Scientist,75600,US,0,US,M
2024,EX,Data Engineer,368400,US,0,US,M
2024,EX,Data Engineer,245600,US,0,US,M
2024,MI,Data Engineer,137000,US,0,US,M
2024,MI,Data Engineer,60400,US,0,US,M
2024,MI,Data Engineer,123600,US,0,US,M
2024,MI,Data Engineer,61800,US,0,US,M
2024,SE,Data Engineer,190300,US,0,US,M
2024,SE,Data Engineer,110300,US,0,US,M
2024,SE,Data Engineer,228800,US,0,US,M
2024,SE,Data Engineer,141400,US,0,US,M
2024,SE,Data Engineer,177900,US,0,US,M
2024,SE,Data Engineer,106700,US,0,US,M
2024,SE,Machine Learning Engineer,246000,US,0,US,M
2024,SE,Machine Learning Engineer,210000,US,0,US,M
2024,SE,Engineer,325200,US,0,US,M
2024,SE,Engineer,170900,US,0,US,M
2024,SE,Engineer,242000,US,0,US,M
2024,SE,Engineer,95000,US,0,US,M
2024,MI,Engineer,172000,US,0,US,M
2024,MI,Engineer,75600,US,0,US,M
2024,SE,Software Engineer,286000,US,0,US,M
2024,SE,Software Engineer,143000,US,0,US,M
2024,SE,Machine Learning Engineer,130100,US,0,US,M
2024,SE,Machine Learning Engineer,130100,US,0,US,M
